key_path,value,namespace,section,duplicate_count,classification,phase_a_remappable,proposed_new_key
sections.nether_content.settings.nether_content_animation_style.options__6.label,Timeline reveal,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_aria_label.default,Content section,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_enable_parallax.info,Subtle media parallax on scroll. Respects reduced motion preferences.,sections,nether_content,5,Merge Candidate,no,
sections.nether_content.settings.nether_content_image_mobile.info,Optional. Falls back to desktop image when empty.,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.label,Content layout,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__1.label,Editorial story,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__10.label,Minimal content,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__3.label,Split content,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__4.label,Alternating story,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__5.label,Timeline,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__6.label,Multi-column content,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.nether_content_layout.options__7.label,Feature grid,sections,nether_content,1,Section-specific,no,
sections.nether_content.settings.responsive_header.content,Responsive layouts,sections,nether_content,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_content.settings.visual_header.content,Visual features,sections,nether_content,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.contact.name,Contact details,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.contact.settings.address.label,Address,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.contact.settings.email.label,Email address,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.contact.settings.heading.default,Contact us,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.contact.settings.hours.label,Store hours,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.contact.settings.phone.label,Phone number,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.contact.settings.show_icons.label,Show icons,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.html_block.name,Custom HTML,sections,nether_footer,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.html_block.settings.html_content.info,Reserved for custom markup or future app blocks.,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.logo.name,Logo,sections,nether_footer,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.logo.settings.image.info,Leave blank to use the theme logo from theme settings.,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.logo.settings.text.label,Supporting text,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.newsletter.name,Newsletter,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.newsletter.settings.heading.default,Subscribe to our emails,sections,nether_footer,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.payment.name,Payment methods,sections,nether_footer,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.social_links.name,Social links,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.social_links.settings.heading.default,Follow us,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.trust_badges.name,Trust badges,sections,nether_footer,7,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.trust_badges.settings.badge_1.label,Badge 1,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.trust_badges.settings.badge_2.label,Badge 2,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.trust_badges.settings.badge_3.label,Badge 3,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.trust_badges.settings.badge_4.label,Badge 4,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.trust_badges.settings.header_badges.content,Trust badges,sections,nether_footer,7,Shared (excluded — merchant/content/info/preset),no,
sections.nether_footer.blocks.trust_badges.settings.heading.default,Shop with confidence,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.blocks.trust_badges.settings.show_app_placeholder.label,Show app block placeholder,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.header_framework.content,Nether footer framework,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_background_style.options__2.label,Subtle gradient,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_background_style.options__4.label,Contrast border,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_bottom_bar_alignment.label,Bottom bar alignment,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_column_gap.label,Column gap,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_column_layout.label,Column layout,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_enable_footer_logo.label,Enable footer logo,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_enable_glass.label,Enable glass effect,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_enable_gradient.label,Enable gradient background,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_heading_level.label,Column heading level,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_heading_level.options__1.label,Heading 2,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_heading_level.options__2.label,Heading 3,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_layout_desktop.options__3.label,Stacked newsletter,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_logo_width.info,Set to 0 to use the theme logo width.,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_logo_width.label,Footer logo width,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_show_divider.label,Show dividers,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_show_powered_by.label,Show powered by Shopify,sections,nether_footer,1,Section-specific,no,
sections.nether_footer.settings.nether_social_in_bottom_bar.label,Show social icons in bottom bar,sections,nether_footer,1,Section-specific,no,
sections.nether_hero.blocks.buttons.name,Buttons,sections,nether_hero,7,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.buttons.settings.button_label_1.default,Shop collection,sections,nether_hero,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.buttons.settings.button_label_2.default,Learn more,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.eyebrow.name,Eyebrow,sections,nether_hero,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.eyebrow.settings.text.default,New collection,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.feature_list.name,Feature list,sections,nether_hero,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.feature_list.settings.feature_1_text.default,Premium materials,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.feature_list.settings.feature_2_text.default,Free shipping over $100,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.heading.name,Heading,sections,nether_hero,18,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.heading.settings.heading.default,Crafted for modern living,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.hero_card.name,Hero card,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.hero_card.settings.heading.default,Featured highlight,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.hero_card.settings.hover_effects.info,"Comma-separated: lift, shadow, zoom, scale, border, arrow, glow",sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.blocks.stat.name,Statistics,sections,nether_hero,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.stat.settings.stat_1_label.default,Happy customers,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.stat.settings.stat_1_value.default,10K+,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.stat.settings.stat_2_label.default,Express delivery,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.stat.settings.stat_2_value.default,48h,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.subheading.name,Subheading,sections,nether_hero,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.subheading.settings.subheading.default,Premium essentials for every space,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.text.name,Rich text,sections,nether_hero,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.blocks.text.settings.text.default,"<p>Discover elevated design, exceptional materials, and timeless style — curated for discerning customers.</p>",sections,nether_hero,1,Section-specific,no,
sections.nether_hero.blocks.trust_badges.name,Trust badges,sections,nether_hero,7,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.name,Nether hero,sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.presets.name,Nether hero,sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.settings.framework_header.content,Nether hero framework,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.media_header.content,Media,sections,nether_hero,8,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.settings.motion_header.content,Motion,sections,nether_hero,15,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.settings.nether_aria_label.default,Hero,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.nether_enable_parallax.info,Subtle media parallax on scroll. Respects reduced motion preferences.,sections,nether_hero,5,Merge Candidate,no,
sections.nether_hero.settings.nether_heading_level.options__1.label,H1,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.nether_hero_height.label,Hero height,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.nether_hero_height.options__5.label,Full screen,sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.settings.nether_hero_layout.options__4.label,Full screen,sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.settings.nether_image_mobile.info,Optional. Falls back to desktop image when blank.,sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.settings.nether_scroll_label.default,Scroll,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.nether_scroll_label.label,Scroll indicator label,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.nether_show_scroll_indicator.label,Scroll indicator,sections,nether_hero,1,Section-specific,no,
sections.nether_hero.settings.nether_video_description.info,Used for screen readers and video accessibility.,sections,nether_hero,2,Merge Candidate,no,
sections.nether_hero.settings.responsive_header.content,Responsive layouts,sections,nether_hero,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_hero.settings.visual_header.content,Visual features,sections,nether_hero,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.before_after.name,Before / after,sections,nether_media,2,Merge Candidate,no,
sections.nether_media.blocks.before_after.settings.after_image.label,After image,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.before_after.settings.after_label.default,After,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.before_after.settings.after_label.label,After label,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.before_after.settings.before_image.label,Before image,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.before_after.settings.before_label.default,Before,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.before_after.settings.before_label.label,Before label,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.buttons.name,Buttons,sections,nether_media,7,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.eyebrow.name,Eyebrow,sections,nether_media,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.eyebrow.settings.text.default,Gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.heading.name,Heading,sections,nether_media,18,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.heading.settings.heading.default,Premium media gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.media_item.name,Media item,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.media_item.settings.ar_url.info,Reserved for future AR viewer integrations.,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.media_item.settings.ar_url.label,AR experience URL,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.media_item.settings.content_header.content,Content,sections,nether_media,13,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.media_item.settings.future_header.content,Future integrations,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.media_item.settings.image_ratio.options__1.label,Use section default,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.media_item.settings.image_ratio.options__5.label,Landscape,sections,nether_media,2,Merge Candidate,no,
sections.nether_media.blocks.media_item.settings.media_header.content,Media,sections,nether_media,8,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.media_item.settings.media_label.label,Floating media label,sections,nether_media,1,Section-specific,no,
sections.nether_media.blocks.subheading.name,Subheading,sections,nether_media,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.text.name,Text,sections,nether_media,20,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.blocks.text.settings.text.default,"<p>Curate editorial imagery, video, and lookbook moments for any industry.</p>",sections,nether_media,1,Section-specific,no,
sections.nether_media.name,Nether media,sections,nether_media,2,Merge Candidate,no,
sections.nether_media.presets.before_after.name,Nether before / after,sections,nether_media,1,Section-specific,no,
sections.nether_media.presets.editorial.name,Nether editorial gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.presets.lookbook.name,Nether lookbook,sections,nether_media,1,Section-specific,no,
sections.nether_media.presets.name,Nether media,sections,nether_media,2,Merge Candidate,no,
sections.nether_media.settings.cta_header.content,Call to action,sections,nether_media,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.settings.framework_header.content,Nether media framework,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.motion_header.content,Motion,sections,nether_media,15,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.settings.nether_aria_label.default,Media gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_default_cta_label.default,View more,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_default_cta_label.label,Default media CTA label,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_default_cta_style.label,Default media CTA style,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_enable_floating_cards.label,Floating media cards,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_enable_overlay.label,Enable media overlay,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_enable_parallax.info,Subtle media parallax on scroll. Respects reduced motion preferences.,sections,nether_media,5,Merge Candidate,no,
sections.nether_media.settings.nether_image_ratio.options__4.label,Landscape,sections,nether_media,2,Merge Candidate,no,
sections.nether_media.settings.nether_layout.options__1.label,Editorial gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__10.label,Minimal gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__2.label,Masonry gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__3.label,Grid gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__4.label,Horizontal gallery,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__5.label,Split media,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__6.label,Video showcase,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__7.label,Lookbook,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.nether_layout.options__9.label,Before / after,sections,nether_media,2,Merge Candidate,no,
sections.nether_media.settings.nether_media_style.label,Media style,sections,nether_media,1,Section-specific,no,
sections.nether_media.settings.responsive_header.content,Responsive layouts,sections,nether_media,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_media.settings.visual_header.content,Visual features,sections,nether_media,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.bundles_placeholder.name,Bundles,sections,nether_product_page,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.bundles_placeholder.settings.include_current_product.label,Include current product,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.compare_placeholder.name,Compare,sections,nether_product_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.delivery_estimate.name,Estimated delivery,sections,nether_product_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.merchant_content.name,Merchant content,sections,nether_product_page,8,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.money_back.name,Money-back guarantee,sections,nether_product_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.payment_methods.name,Payment methods,sections,nether_product_page,5,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.product_badges.name,Product badges,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.product_badges.settings.show_new_badge.label,Show new badge when tagged,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.product_highlights.name,Product highlights,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.promotional_notice.name,Promotional notice,sections,nether_product_page,4,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.related_products.name,Related products,sections,nether_product_page,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.returns_info.name,Returns information,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.shipping_info.name,Shipping information,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.specifications.name,Specifications,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.specifications.settings.style.label,Presentation style,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.trust_badges.name,Trust badges,sections,nether_product_page,7,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.trust_badges.settings.heading.label,Group label,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.blocks.warranty_info.name,Warranty information,sections,nether_product_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.blocks.wishlist_placeholder.name,Wishlist,sections,nether_product_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.name,Nether product page,sections,nether_product_page,2,Merge Candidate,no,
sections.nether_product_page.presets.default.name,Nether product page,sections,nether_product_page,2,Merge Candidate,no,
sections.nether_product_page.settings.framework_header.content,Nether product page framework,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.settings.motion_header.content,Motion,sections,nether_product_page,15,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.settings.nether_accordion_style.label,Accordion style,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.settings.nether_enable_glass.label,Enable glass buy box,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.settings.nether_enable_sticky_summary.info,Keeps the Nether buy box / purchase summary sticky while scrolling on large screens.,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.settings.nether_specifications_style.label,Default specifications style,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.settings.responsive_header.content,Responsive,sections,nether_product_page,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_product_page.settings.trust_header.content,Trust and specifications,sections,nether_product_page,1,Section-specific,no,
sections.nether_product_page.settings.visual_header.content,Visual,sections,nether_product_page,9,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.ab_testing_placeholder.name,A/B testing,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.blocks.ai_placeholder.name,AI recommendations,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.blocks.analytics_placeholder.name,Analytics hooks,sections,nether_recommendations,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.coll_cards_placeholder.name,Collection cards,sections,nether_recommendations,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.for_you_placeholder.name,Recommended for you,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.blocks.freq_bought_placeholder.name,Frequently bought together,sections,nether_recommendations,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.merchandising_placeholder.name,Merchandising rules,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.blocks.merchant_content.name,Merchant content,sections,nether_recommendations,8,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.personalize_placeholder.name,Personalization,sections,nether_recommendations,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.recent_buy_placeholder.name,Recently purchased,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.blocks.recent_view_placeholder.name,Recently viewed,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.blocks.settings.content,Content,sections,nether_recommendations,13,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.settings.heading,Heading,sections,nether_recommendations,18,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.settings.page,Page,sections,nether_recommendations,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.blocks.settings.text,Text,sections,nether_recommendations,20,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.name,Nether recommendations,sections,nether_recommendations,2,Merge Candidate,no,
sections.nether_recommendations.presets.name,Nether recommendations,sections,nether_recommendations,2,Merge Candidate,no,
sections.nether_recommendations.settings.cards.content,Product cards,sections,nether_recommendations,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.settings.collection.info,"Required for collection, trending, new arrivals, and best sellers sources.",sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.content.content,Content,sections,nether_recommendations,13,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.settings.empty.content,Empty state,sections,nether_recommendations,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.settings.framework.content,Recommendations framework,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.motion.content,Motion,sections,nether_recommendations,15,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.settings.nether_card_badge_label.label,Recommendation card label,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_columns_desktop.label,Columns on desktop,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_columns_mobile.label,Columns on mobile,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_columns_mobile.options__1.label,1,sections,nether_recommendations,9,Section-specific (literal),no,
sections.nether_recommendations.settings.nether_columns_mobile.options__2.label,2,sections,nether_recommendations,9,Section-specific (literal),no,
sections.nether_recommendations.settings.nether_columns_tablet.label,Columns on tablet,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_gap.label,Section spacing,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.info,Related and complementary use Shopify Product Recommendations. Collection sources use a selected collection. Future sources are placeholders.,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.label,Recommendation source,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.options__10.label,Recommended for you (future),sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.options__4.label,Trending,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.options__7.label,Frequently bought together (future),sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.options__8.label,Recently viewed (future),sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_recommendation_source.options__9.label,Recently purchased (future),sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_show_secondary_image.label,Show secondary image on hover,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_show_toolbar.label,Show toolbar,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_show_view_all.label,Show view all,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_toolbar_label.label,Toolbar label,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.nether_view_all_label.label,View all label,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.paragraph.content,Uses Shopify Product Recommendations and Search & Discovery where available. Future engines are extension points only.,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.product.info,Used for related and complementary sources when not on a product page.,sections,nether_recommendations,1,Section-specific,no,
sections.nether_recommendations.settings.responsive.content,Responsive,sections,nether_recommendations,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_recommendations.settings.visual.content,Visual,sections,nether_recommendations,9,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.account_placeholder.name,Account storage,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.analytics_placeholder.name,Analytics hooks,sections,nether_wishlist_page,3,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.apps_placeholder.name,App integrations,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.guest_placeholder.name,Guest storage,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.merchant_content.name,Merchant content,sections,nether_wishlist_page,8,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.notifications_placeholder.name,Notifications,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.recent_wish_placeholder.name,Recently wishlisted,sections,nether_wishlist_page,1,Section-specific,no,
sections.nether_wishlist_page.blocks.recommend_placeholder.name,Recommendations,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.settings.heading,Heading,sections,nether_wishlist_page,18,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.settings.text,Text,sections,nether_wishlist_page,20,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.sharing_placeholder.name,Sharing placeholder,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.blocks.sync_placeholder.name,Sync placeholder,sections,nether_wishlist_page,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.name,Nether wishlist page,sections,nether_wishlist_page,2,Merge Candidate,no,
sections.nether_wishlist_page.presets.name,Nether wishlist page,sections,nether_wishlist_page,2,Merge Candidate,no,
sections.nether_wishlist_page.settings.empty.content,Empty wishlist,sections,nether_wishlist_page,1,Section-specific,no,
sections.nether_wishlist_page.settings.framework.content,Wishlist page framework,sections,nether_wishlist_page,1,Section-specific,no,
sections.nether_wishlist_page.settings.motion.content,Motion,sections,nether_wishlist_page,15,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.settings.nether_layout.label,Wishlist page layout,sections,nether_wishlist_page,1,Section-specific,no,
sections.nether_wishlist_page.settings.responsive.content,Responsive,sections,nether_wishlist_page,6,Shared (excluded — merchant/content/info/preset),no,
sections.nether_wishlist_page.settings.visual.content,Visual,sections,nether_wishlist_page,9,Shared (excluded — merchant/content/info/preset),no,
sections.newsletter.blocks.email_form.name,Email form,sections,newsletter,2,Shared (excluded — merchant/content/info/preset),no,
sections.newsletter.blocks.heading.name,Heading,sections,newsletter,18,Shared (excluded — merchant/content/info/preset),no,
sections.newsletter.blocks.heading.settings.heading.default,Subscribe to our emails,sections,newsletter,3,Shared (excluded — merchant/content/info/preset),no,
sections.newsletter.blocks.paragraph.name,Text,sections,newsletter,20,Shared (excluded — merchant/content/info/preset),no,
