key_path,value,namespace,section,duplicate_count,classification,phase_a_remappable,proposed_new_key
sections.main-search.settings.show_rating.info,An app is required for product ratings. [Learn more](https://help.shopify.com/en/manual/online-store/themes/theme-structure/page-types/search-page),sections,main-search,1,Section-specific,no,
sections.multicolumn.blocks.column.name,Column,sections,multicolumn,3,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.blocks.column.settings.link_label.info,Leave blank to hide,sections,multicolumn,8,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.blocks.column.settings.text.default,"<p>Pair text with an image to focus on your chosen product, collection, or blog post. Add details on availability, style, or even provide a review.</p>",sections,multicolumn,3,Merge Candidate,no,
sections.multicolumn.blocks.column.settings.title.default,Column,sections,multicolumn,3,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.name,Multicolumn,sections,multicolumn,3,Merge Candidate,no,
sections.multicolumn.presets.name,Multicolumn,sections,multicolumn,3,Merge Candidate,no,
sections.multicolumn.settings.background_style.options__2.label,Show as column background,sections,multicolumn,1,Section-specific,no,
sections.multicolumn.settings.button_label.default,Button label,sections,multicolumn,9,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.settings.button_label.info,Leave blank to hide,sections,multicolumn,8,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.settings.column_alignment.label,Column alignment,sections,multicolumn,1,Section-specific,no,
sections.multicolumn.settings.columns_mobile.options__1.label,1,sections,multicolumn,9,Section-specific (literal),no,
sections.multicolumn.settings.columns_mobile.options__2.label,2,sections,multicolumn,9,Section-specific (literal),no,
sections.multicolumn.settings.header_button.content,Button,sections,multicolumn,4,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.settings.header_image.content,Image,sections,multicolumn,8,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.settings.header_layout.content,Layout,sections,multicolumn,11,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.settings.header_mobile.content,Mobile layout,sections,multicolumn,8,Shared (excluded — merchant/content/info/preset),no,
sections.multicolumn.settings.image_ratio.label,Ratio,sections,multicolumn,1,Section-specific,no,
sections.multicolumn.settings.image_width.options__1.label,One-third width of column,sections,multicolumn,1,Section-specific,no,
sections.multicolumn.settings.image_width.options__2.label,Half width of column,sections,multicolumn,1,Section-specific,no,
sections.multicolumn.settings.image_width.options__3.label,Full width of column,sections,multicolumn,1,Section-specific,no,
sections.multicolumn.settings.title.default,Multicolumn,sections,multicolumn,3,Merge Candidate,no,
sections.multirow.blocks.row.name,Row,sections,multirow,4,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.blocks.row.settings.button_label.default,Button label,sections,multirow,9,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.blocks.row.settings.button_label.info,Leave blank to hide,sections,multirow,8,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.blocks.row.settings.caption.default,Caption,sections,multirow,5,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.blocks.row.settings.heading.default,Row,sections,multirow,4,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.blocks.row.settings.text.default,"<p>Pair text with an image to focus on your chosen product, collection, or blog post. Add details on availability, style, or even provide a review.</p>",sections,multirow,3,Merge Candidate,no,
sections.multirow.name,Multirow,sections,multirow,2,Merge Candidate,no,
sections.multirow.presets.name,Multirow,sections,multirow,2,Merge Candidate,no,
sections.multirow.settings.header.content,Image,sections,multirow,8,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.settings.header_2.content,Content,sections,multirow,13,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.settings.header_3.content,Colors,sections,multirow,3,Shared (excluded — merchant/content/info/preset),no,
sections.multirow.settings.image_layout.options__1.label,Alternate from left,sections,multirow,1,Section-specific,no,
sections.multirow.settings.image_layout.options__2.label,Alternate from right,sections,multirow,1,Section-specific,no,
sections.multirow.settings.image_layout.options__3.label,Aligned left,sections,multirow,1,Section-specific,no,
sections.multirow.settings.image_layout.options__4.label,Aligned right,sections,multirow,1,Section-specific,no,
sections.nether_bundles.blocks.ai_placeholder.name,AI bundles,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.analytics_placeholder.name,Analytics,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.build_own_placeholder.name,Build your own,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.bundle_product.name,Bundle product,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.bundle_product.settings.quantity.label,Default quantity,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.bundle_product.settings.required.label,Required in pack,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.discount_placeholder.name,Discount engine,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.dyn_merch_placeholder.name,Dynamic merchandising,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.inventory_placeholder.name,Inventory validation,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.loyalty_placeholder.name,Loyalty,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.blocks.merchant_content.name,Merchant content,sections,nether_bundles,8,Shared (excluded — merchant/content/info/preset),no,
sections.nether_bundles.blocks.personalize_placeholder.name,Personalization,sections,nether_bundles,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_bundles.blocks.subscription_placeholder.name,Subscriptions,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.name,Nether bundles,sections,nether_bundles,2,Merge Candidate,no,
sections.nether_bundles.presets.name,Nether bundles,sections,nether_bundles,2,Merge Candidate,no,
sections.nether_bundles.settings.cards.content,Cards,sections,nether_bundles,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_bundles.settings.collection.info,Used for mix & match when no product list or blocks are set.,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.content.content,Content,sections,nether_bundles,13,Shared (excluded — merchant/content/info/preset),no,
sections.nether_bundles.settings.empty.content,Empty state,sections,nether_bundles,2,Shared (excluded — merchant/content/info/preset),no,
sections.nether_bundles.settings.framework.content,Bundles framework,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.motion.content,Motion,sections,nether_bundles,15,Shared (excluded — merchant/content/info/preset),no,
sections.nether_bundles.settings.nether_add_label.label,Add bundle button label,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_allow_optional.label,Allow optional products,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_card_badge_label.label,Card badge label,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_columns_mobile.options__1.label,1,sections,nether_bundles,9,Section-specific (literal),no,
sections.nether_bundles.settings.nether_columns_mobile.options__2.label,2,sections,nether_bundles,9,Section-specific (literal),no,
sections.nether_bundles.settings.nether_display_discount_percent.info,Presentation only. Real discounts should use Shopify discounts or a future discount engine extension.,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_display_discount_percent.label,Display discount percent,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_enable_drawer.label,Enable mobile summary drawer,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_enable_glass.label,Enable glass,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_enable_gradient.label,Enable gradient accent,sections,nether_bundles,1,Section-specific,no,
sections.nether_bundles.settings.nether_gap.label,Gap,sections,nether_bundles,1,Section-specific,no,
